Da Nang | Q. Liên Chiểu | apartment | 7500000 | 63 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-quan-lien-chieu-da-nang/134140024.htm | Tin ưu tiên
Nha Trang | Phường Vĩnh Hòa (P. Bắc Nha Trang mới) | apartment | 8900000 | 48 | Nội thất cao cấp | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-nha-trang-khanh-hoa/133831778.htm | 1 tuần trước
Nha Trang | Phường Vạn Thạnh (P. Nha Trang mới) | apartment | 3800000 | 20 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-nha-trang-khanh-hoa/133067561.htm | 1 tuần trước
Nha Trang | Phường Xương Huân (P. Tây Nha Trang mới) | apartment | 12000000 | 68 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-nha-trang-khanh-hoa/133942478.htm | 1 tuần trước
Nha Trang | (không ghi) | apartment | 18000000 | 71 | Nội thất cao cấp | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-nha-trang-khanh-hoa/133935145.htm | 2 tuần trước
Nha Trang | Phường Ngọc Hiệp (P. Tây Nha Trang mới) | apartment | 14000000 | 57 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-nha-trang-khanh-hoa/133888000.htm | 2 tuần trước
Nha Trang | Phường Vĩnh Hòa (P. Bắc Nha Trang mới) | apartment | 9000000 | 55 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-nha-trang-khanh-hoa/133917382.htm | 2 tuần trước
Nha Trang | Xã Vĩnh Hiệp (P. Tây Nha Trang mới) | apartment | 15000000 | 60 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-nha-trang-khanh-hoa/133910603.htm | 2 tuần trước
Nha Trang | Phường Phước Long (P. Nam Nha Trang mới) | apartment | 15000000 | 90 | Nội thất cao cấp | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-nha-trang-khanh-hoa/133908371.htm | 2 tuần trước
Nha Trang | Phường Phước Hải (P. Nam Nha Trang mới) | apartment | 17000000 | 87 | Nội thất cao cấp | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-nha-trang-khanh-hoa/133902981.htm | 2 tuần trước
Nha Trang | Xã Vĩnh Hiệp (P. Tây Nha Trang mới) | apartment | 16000000 | 75 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-nha-trang-khanh-hoa/133889871.htm | 2 tuần trước
Nha Trang | Phường Tân Lập (P. Nha Trang mới) | apartment | 17000000 | 80 | Nội thất cao cấp | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-nha-trang-khanh-hoa/133887024.htm | 2 tuần trước
Nha Trang | Phường Vĩnh Trường (P. Nam Nha Trang mới) | apartment | 11000000 | 65 | Nội thất đầy đủ | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-nha-trang-khanh-hoa/133870522.htm | 2 tuần trước
Nha Trang | Phường Lộc Thọ (P. Nha Trang mới) | apartment | 15000000 | 52 | Nội thất cao cấp | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-nha-trang-khanh-hoa/133823017.htm | 2 tuần trước
Nha Trang | Phường Xương Huân (P. Tây Nha Trang mới) | apartment | 10000000 | 100 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-nha-trang-khanh-hoa/133864905.htm | 2 tuần trước
Nha Trang | Phường Lộc Thọ (P. Nha Trang mới) | apartment | 10000000 | 67 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-nha-trang-khanh-hoa/133860451.htm | 2 tuần trước
Da Lat | Phường 6 (P. Cam Ly - Đà Lạt mới) | apartment | 4300000 | 30 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/134014611.htm | 6 ngày trước
Da Lat | Phường 8 (P. Lâm Viên - Đà Lạt mới) | apartment | 6000000 | 65 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/134003728.htm | 1 tuần trước
Da Lat | Phường 6 (P. Cam Ly - Đà Lạt mới) | apartment | 11000000 | 40 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133981725.htm | 1 tuần trước
Da Lat | Phường 4 (P. Xuân Hương - Đà Lạt mới) | apartment | 8000000 | 75 | Nội thất đầy đủ | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133907815.htm | 1 tuần trước
Da Lat | Phường 9 (P. Lâm Viên - Đà Lạt mới) | apartment | 6000000 | 40 | Nội thất đầy đủ | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133966026.htm | 1 tuần trước
Da Lat | Phường 5 (P. Cam Ly - Đà Lạt mới) | apartment | 15500000 | 80 | Nội thất đầy đủ | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133908781.htm | 1 tuần trước
Da Lat | Phường 9 (P. Lâm Viên - Đà Lạt mới) | apartment | 6000000 | 40 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133964384.htm | 1 tuần trước
Da Lat | Phường 6 (P. Cam Ly - Đà Lạt mới) | apartment | 3300000 | 20 | Nội thất đầy đủ | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133952656.htm | 1 tuần trước
Da Lat | Phường 2 (P. Xuân Hương - Đà Lạt mới) | apartment | 6500000 | 35 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133040505.htm | 2 tuần trước
Da Lat | Phường 2 (P. Xuân Hương - Đà Lạt mới) | apartment | 6500000 | 30 | Nội thất đầy đủ | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133935033.htm | 2 tuần trước
Da Lat | Phường 2 (P. Xuân Hương - Đà Lạt mới) | apartment | 9000000 | 40 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133935001.htm | 2 tuần trước
Da Lat | Phường 5 (P. Cam Ly - Đà Lạt mới) | apartment | 15500000 | 80 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133919654.htm | 2 tuần trước
Da Lat | Phường 6 (P. Cam Ly - Đà Lạt mới) | apartment | 10000000 | 60 | Nội thất đầy đủ | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133917679.htm | 2 tuần trước
Da Lat | Phường 6 (P. Cam Ly - Đà Lạt mới) | apartment | 9000000 | 60 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133916990.htm | 2 tuần trước
Da Lat | Phường 6 (P. Cam Ly - Đà Lạt mới) | apartment | 10000000 | 60 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133916743.htm | 2 tuần trước
Da Lat | Phường 7 (P. Lang Biang - Đà Lạt mới) | apartment | 12000000 | 55 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133916228.htm | 2 tuần trước
Da Lat | Phường 9 (P. Lâm Viên - Đà Lạt mới) | apartment | 19000000 | 100 | Nội thất cao cấp | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133878080.htm | 2 tuần trước
Da Lat | Phường 6 (P. Cam Ly - Đà Lạt mới) | apartment | 9000000 | 60 | Nội thất đầy đủ | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133909277.htm | 2 tuần trước
Da Lat | Phường 9 (P. Lâm Viên - Đà Lạt mới) | apartment | 4500000 | 50 | Nhà trống | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133908953.htm | 2 tuần trước
Da Lat | Phường 4 (P. Xuân Hương - Đà Lạt mới) | apartment | 6000000 | 50 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133888639.htm | 2 tuần trước
Da Lat | Phường 6 (P. Cam Ly - Đà Lạt mới) | apartment | 3300000 | 30 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133884334.htm | 2 tuần trước
Da Lat | Phường 6 (P. Cam Ly - Đà Lạt mới) | apartment | 6000000 | 72 | Nội thất đầy đủ | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133868709.htm | 2 tuần trước
Da Lat | Phường 1 (P. Xuân Hương - Đà Lạt mới) | apartment | 9000000 | 50 | không ghi | https://www.nhatot.com/thue-can-ho-chung-cu-thanh-pho-da-lat-lam-dong/133861249.htm | 2 tuần trước
Da Nang | Q. Hải Châu | room | 1400000 | 38 | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-hai-chau-da-nang/126893939.htm | Tin ưu tiên
Da Nang | Q. Sơn Trà (P. An Hải mới) | room | 6500000 | 37 | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-son-tra-da-nang/134138150.htm | Tin ưu tiên
Da Nang | Q. Hải Châu (P. Hòa Cường mới) | room | 6000000 | 20 | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-hai-chau-da-nang/134144787.htm | Tin ưu tiên
Da Nang | Q. Thanh Khê (P. An Khê mới) | room | 3000000 | 20 | Nhà trống | https://www.nhatot.com/thue-phong-tro-quan-thanh-khe-da-nang/134135087.htm | Tin ưu tiên
Da Nang | Q. Liên Chiểu (P. Hòa Khánh mới) | room | 3500000 | 25 | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-lien-chieu-da-nang/133224687.htm | Tin ưu tiên
Da Nang | Q. Cẩm Lệ (P. Hòa Xuân mới) | room | 5800000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-cam-le-da-nang/134127028.htm | 15 giờ trước
Da Nang | Q. Cẩm Lệ (P. Hòa Xuân mới) | room | 4500000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-cam-le-da-nang/134126939.htm | 16 giờ trước
Da Nang | Q. Liên Chiểu (P. Hòa Khánh mới) | room | 3500000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-lien-chieu-da-nang/134126926.htm | 16 giờ trước
Da Nang | Q. Hải Châu (P. Hòa Cường mới) | room | 100000 | 15 | Nhà trống | https://www.nhatot.com/thue-phong-tro-quan-hai-chau-da-nang/134083703.htm | 18 giờ trước
Da Nang | Q. Cẩm Lệ (P. Hòa Xuân mới) | room | 4600000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-cam-le-da-nang/134126366.htm | 19 giờ trước
Da Nang | Q. Cẩm Lệ (P. An Khê mới) | room | 4700000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-cam-le-da-nang/134126363.htm | 19 giờ trước
Da Nang | Q. Cẩm Lệ (P. Hòa Xuân mới) | room | 3500000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-cam-le-da-nang/134126358.htm | 19 giờ trước
Da Nang | Q. Liên Chiểu (P. Hòa Khánh mới) | room | 3000000 | none | Nhà trống | https://www.nhatot.com/thue-phong-tro-quan-lien-chieu-da-nang/134126356.htm | 19 giờ trước
Da Nang | Q. Liên Chiểu | room | 3500000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-lien-chieu-da-nang/134126355.htm | 19 giờ trước
Da Nang | Q. Liên Chiểu (P. Hòa Khánh mới) | room | 3600000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-lien-chieu-da-nang/134126352.htm | 19 giờ trước
Da Nang | Q. Cẩm Lệ (P. Hòa Xuân mới) | room | 4700000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-cam-le-da-nang/134126222.htm | 20 giờ trước
Da Nang | Q. Ngũ Hành Sơn | room | 4500000 | none | Nhà trống | https://www.nhatot.com/thue-phong-tro-quan-ngu-hanh-son-da-nang/134126220.htm | 20 giờ trước
Da Nang | Q. Ngũ Hành Sơn | room | 4500000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-ngu-hanh-son-da-nang/134126215.htm | 20 giờ trước
Da Nang | Q. Liên Chiểu (P. Hòa Khánh mới) | room | 4000000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-lien-chieu-da-nang/134126214.htm | 20 giờ trước
Da Nang | Q. Liên Chiểu (P. Hòa Khánh mới) | room | 4500000 | none | Nhà trống | https://www.nhatot.com/thue-phong-tro-quan-lien-chieu-da-nang/134126208.htm | 20 giờ trước
Da Nang | Q. Hải Châu (P. Hòa Cường mới) | room | 3600000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-hai-chau-da-nang/134125551.htm | 23 giờ trước
Da Nang | Q. Liên Chiểu (P. Hòa Khánh mới) | room | 5000000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-lien-chieu-da-nang/134125545.htm | 23 giờ trước
Da Nang | Q. Ngũ Hành Sơn | room | 3800000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-ngu-hanh-son-da-nang/134125544.htm | 23 giờ trước
Da Nang | Q. Liên Chiểu | room | 3900000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-lien-chieu-da-nang/134125542.htm | 23 giờ trước
Da Nang | Q. Ngũ Hành Sơn | room | 4500000 | none | Nội thất đầy đủ | https://www.nhatot.com/thue-phong-tro-quan-ngu-hanh-son-da-nang/134125536.htm | 23 giờ trước
